CreatedDate,ESGScore
02-08-2023,0.45333854268918916
03-03-2021,0.4058956916776062
03-09-2023,0.4647606791119691
04-01-2021,0.4081939082625483
04-11-2022,0.4272844273455599
05-03-2021,0.41306612742471044
06-10-2020,0.4148817185135135
08-08-2022,0.4277747135482625
08-09-2021,0.41090580383397685
08-11-2020,0.41717993509845563
09-02-2021,0.419263651480695
1/21/2021,0.4058956916776062
1/25/2022,0.4343169700984556
1/27/2023,0.4502742539092664
10/19/2021,0.4220521542644788
10/19/2022,0.44539437403088805
11-09-2022,0.44309615744594594
11-11-2020,0.4018584912084942
12/14/2021,0.4343169700984556
12/16/2022,0.4505500399015444
2/16/2022,0.43647729368725874
3/16/2022,0.4272844273455599
4/14/2020,0.4148817185135135
5/19/2020,0.4148817185135135
7/15/2021,0.4107679108397684
7/15/2022,0.42784366004440155
7/16/2020,0.41181742973552127
9/14/2022,0.44302721094787645
9/28/2020,0.39956027462162164
