CreatedDate,Invested_Value
2035-01-09,43714864.073794976
2035-02-09,44150051.01084979
2035-03-09,44177686.57138161
2035-04-09,44371599.72474213
2035-05-09,44545127.06506622
2035-06-09,45039304.022744864
2035-07-09,44939263.718702406
2035-08-09,44828113.86755001
2035-09-09,45113124.43702514
2035-10-09,45020563.43181168
2035-11-09,45457947.72887095
2035-12-09,45470758.20420319
2036-01-09,45392841.22211225
2036-02-09,45186036.393047
2036-03-09,45135422.29688381
2036-04-09,45085132.41014882
2036-05-09,45184293.13207179
2036-06-09,45671576.30080513
2036-07-09,45641996.57266679
2036-08-09,45601472.06860842
2036-09-09,45819076.94145945
2036-10-09,46050817.075683385
2036-11-09,46567896.66373507
2036-12-09,46498181.78845983
2037-01-09,46680238.56717116
2037-02-09,47029493.98320008
2037-03-09,47410291.787142016
2037-04-09,47936504.63855245
2037-05-09,48069610.10949442
2037-06-09,48460005.05458869
2037-07-09,48663417.4826591
2037-08-09,48673268.22432424
2037-09-09,48845327.801633626
2037-10-09,49219064.27252288
2037-11-09,49643114.574614935
2037-12-09,49591730.57003167
2038-01-09,49649003.954902135
2038-02-09,50180948.3424253
2038-03-09,50237870.22768698
2038-04-09,50481620.54851724
2038-05-09,50504666.41007201
2038-06-09,50220333.81910855
2038-07-09,50238310.23192153
2038-08-09,50247289.37960591
2038-09-09,50340617.41295156
2038-10-09,50403978.95747482
2038-11-09,50533618.42028524
2038-12-09,51052579.15920636
2039-01-09,51311024.14658132
2039-02-09,51326451.52195922
2039-03-09,51773581.23339547
2039-04-09,51532341.9664393
2039-05-09,51616817.910071604
2039-06-09,51991269.04458828
2039-07-09,52536537.965020865
2039-08-09,52836296.902240664
2039-09-09,52769858.22367784
2039-10-09,53360176.61235903
2039-11-09,53860140.349701956
2039-12-09,53951473.69551652
2040-01-09,53616997.68356846
2040-02-09,53730922.99362428
2040-03-09,53764541.39775432
2040-04-09,53439990.65350309
2040-05-09,53437446.262138404
2040-06-09,53691704.48519923
2040-07-09,53701765.954530954
2040-08-09,53998758.13410121
2040-09-09,53968927.8538807
2040-10-09,54158896.21315841
2040-11-09,54730486.347380236
2040-12-09,55021833.46699686
2041-01-09,54755189.59717763
2041-02-09,54435593.790231444
2041-03-09,54431280.579321556
2041-04-09,54636453.76245504
2041-05-09,54759630.59347341
2041-06-09,55412319.273567624
2041-07-09,55784122.80711727
2041-08-09,55785942.22122705
2041-09-09,55770545.93439222
2041-10-09,55508538.39699683
2041-11-09,55222667.30426975
2041-12-09,55133215.90209981
2042-01-09,55258018.183069184
2042-02-09,55562762.27982357
2042-03-09,55876513.51326158
2042-04-09,56311922.5596406
2042-05-09,56797580.94878929
2042-06-09,57184230.84766043
2042-07-09,57721256.82102851
2042-08-09,57835504.95118424
2042-09-09,57610674.42412318
2042-10-09,57615054.35948288
2042-11-09,57979353.652213626
2042-12-09,58200588.47980855
2043-01-09,58537843.85983653
2043-02-09,58508921.86332892
2043-03-09,59011478.26254496
2043-04-09,59352621.44211826
2043-05-09,60132449.893293194
2043-06-09,60142552.2085364
2043-07-09,60639550.12073342
2043-08-09,60877204.8828658
2043-09-09,60880019.83637728
2043-10-09,61251534.2938756
2043-11-09,61208313.881191626
2043-12-09,61261188.96770492
2044-01-09,61230021.67975904
2044-02-09,61253970.10230696
2044-03-09,61134386.47762876
2044-04-09,61458884.948024996
2044-05-09,61974028.141744055
2044-06-09,62300445.12105407
2044-07-09,62552171.47267802
2044-08-09,62799279.683534175
2044-09-09,62789689.57950018
2044-10-09,62624384.88875391
2044-11-09,62906785.23145987
2044-12-09,63412833.14291751
2045-01-09,63387837.96489082
2045-02-09,63536452.68522815
2045-03-09,63853939.54872381
2045-04-09,64303329.358413815
2045-05-09,64794317.7981926
2045-06-09,65179463.27385917
2045-07-09,65982288.21804717
2045-08-09,65828892.72912364
2045-09-09,65466497.0709934
2045-10-09,65125246.514221266
2045-11-09,64961385.25235101
2045-12-09,64937350.00225759
2046-01-09,64617653.22059977
2046-02-09,65249202.31440376
2046-03-09,66020036.15537638
2046-04-09,66313759.49947492
2046-05-09,66189535.64198119
2046-06-09,66165457.33533039
2046-07-09,66673033.59420641
2046-08-09,66245053.164955065
2046-09-09,66910895.97477537
2046-10-09,66522602.74797046
2046-11-09,66799012.30311214
2046-12-09,67226435.60004306
2047-01-09,67044520.76735255
2047-02-09,66931633.57276423
2047-03-09,66951850.45735127
2047-04-09,67053266.6217743
2047-05-09,66699537.91155875
2047-06-09,66319377.64116796
2047-07-09,66221564.06725385
2047-08-09,66535252.21273742
2047-09-09,66775025.46157693
2047-10-09,67284989.13480769
2047-11-09,67157670.86914325
2047-12-09,67684970.36300476
2048-01-09,68209138.64182562
2048-02-09,68144730.78845195
2048-03-09,67972124.90171078
2048-04-09,68316634.76074822
2048-05-09,68239013.56667201
2048-06-09,68295100.64746971
2048-07-09,67939486.56417866
2048-08-09,68002901.516657
2048-09-09,68796633.40291245
2048-10-09,68689082.65959011
2048-11-09,68696392.26924747
2048-12-09,68601063.53768921
2049-01-09,69062618.55359368
2049-02-09,68961116.19289194
2049-03-09,69226719.37547167
2049-04-09,68866074.97668116
2049-05-09,68538892.53861175
2049-06-09,69011369.54761064
2049-07-09,69340927.8852881
2049-08-09,70008266.02892382
2049-09-09,69951611.89638932
2049-10-09,70357155.27597313
2049-11-09,69896166.96493714
2049-12-09,69943892.63173549
2050-01-09,70325102.96059158
2050-02-09,70858708.92147203
