Ticker,CreatedDate,Stock_Price,Quantity,Invested_Value,ESGScore,Climate,Country,Company,Latitude
EUZOF,7/16/2020,50.76710129,10000,507671.0129,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,8/11/2020,50.76710129,10000,507671.0129,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,9/28/2020,53.0632019,10000,530632.019,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,11/11/2020,52.11270142,10000,521127.0142,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,1/21/2021,66.17549896,10000,661754.9896,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,3/3/2021,70,10000,700000,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,4/1/2021,70,10000,700000,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,5/3/2021,70,10000,700000,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,7/15/2021,86.90000153,10000,869000.0153,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,8/9/2021,84,10000,840000,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,9/2/2021,84,10000,840000,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,10/19/2021,92.4287262,10000,924287.262,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,12/14/2021,81.5,10000,815000,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,1/25/2022,87.52500153,10000,875250.0153,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,2/16/2022,79.90895081,10000,799089.5081,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,3/16/2022,79.74990082,10000,797499.0082,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,4/11/2022,79.74990082,10000,797499.0082,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,7/15/2022,63.2213707,10000,632213.707,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,8/8/2022,63.2213707,10000,632213.707,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,9/14/2022,63.2213707,10000,632213.707,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,10/19/2022,51.06999969,10000,510699.9969,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,11/9/2022,51.06999969,10000,510699.9969,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,12/16/2022,51.06999969,10000,510699.9969,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,1/27/2023,51.06999969,10000,510699.9969,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,2/8/2023,51.06999969,10000,510699.9969,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
EUZOF,3/9/2023,72.87999725,10000,728799.9725,0.396825397,GenderEquality,France,Eurazeo SE,48.8172
CMNR,4/14/2020,1.00E-04,10000,0.999999975,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,5/19/2020,0.0005,10000,5.000000237,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,6/10/2020,0.0004,10000,3.999999899,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,7/16/2020,0.0013,10000,13.00000004,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,8/11/2020,0.0013,10000,13.00000004,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,9/28/2020,0.0014,10000,13.9999995,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,11/11/2020,0.0006,10000,6.000000285,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,1/21/2021,0.0009,10000,8.999999845,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,3/3/2021,0.008,10000,80.0000038,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,4/1/2021,0.008,10000,80.0000038,0.361111111,,United States,Commerce Energy Group Inc,21.3099
CMNR,5/3/2021,0.009,10000,89.99999613,0,,United States,Commerce Energy Group Inc,21.3099
CMNR,7/15/2021,0.0022,10000,21.99999988,0,,United States,Commerce Energy Group Inc,21.3099
CMNR,8/9/2021,0.0074,10000,74.00000002,0,,United States,Commerce Energy Group Inc,21.3099
CMNR,9/2/2021,0.0007,10000,6.99999975,0,,United States,Commerce Energy Group Inc,21.3099
CMNR,10/19/2021,0.0003,10000,3.000000142,0,,United States,Commerce Energy Group Inc,21.3099
