CreatedDate,ESGScore
1/21/2021,0.5168382669459459
1/25/2022,0.5899828400810812
1/27/2023,0.6552981554324324
10/19/2021,0.5802230803243243
10/19/2022,0.6436078937567569
11/11/2020,0.5168382669459459
11/9/2022,0.6436078937567569
12/14/2021,0.5899828400810812
12/16/2022,0.6543329044864865
2/16/2022,0.5899828400810812
2/8/2023,0.6552981554324324
3/16/2022,0.6007078508108108
3/3/2021,0.5168382669459459
3/9/2023,0.6767481768648649
4/1/2021,0.5168382669459459
4/11/2022,0.6007078508108108
4/14/2020,0.49538824545945953
5/19/2020,0.5061132561891892
5/3/2021,0.5382882884054054
6/10/2020,0.5061132561891892
7/15/2021,0.5382882884054054
7/15/2022,0.6007078508108108
7/16/2020,0.5061132561891892
8/11/2020,0.5168382669189189
8/8/2022,0.5899828401081081
8/9/2021,0.549013299108108
9/14/2022,0.6436078937567569
9/2/2021,0.5704633205675675
9/28/2020,0.5168382669459459
